Id,Sales
1,4166.5
2,7505.6
3,8941.2
4,8010.1
5,7980.3
6,5882.2
7,7235.8
8,8567.5
9,6398.6
10,5722.6
11,6815.9
12,7934.7
13,7277.1
14,9163.2
15,5305.4
16,4765.2
17,5945.6
18,9589.1
19,10705.9
20,9589.0
21,7459.075
22,4580.8
23,5974.3
24,5125.5
25,7275.3
26,12304.8
27,10069.5
28,5801.1
29,6215.8
30,4709.3
31,5901.8
32,10552.9
33,6619.5
34,5293.9
35,4898.3
36,8234.8
37,3498.1
38,7753.7
39,4561.2
40,7303.4
41,7057.2
42,5692.9
43,8171.2
44,7357.1
45,4854.3
46,6309.8
47,8332.6
48,12529.0
49,6278.5
50,8307.1
51,7180.9
52,9754.8
53,6026.95
54,9447.4
55,4753.3
56,5193.0
57,5915.63333333
58,5916.4
59,9586.3
60,7674.6
61,5419.9
62,7148.7
63,7203.6
64,11324.7
65,4002.3
66,13293.1
67,5182.1
68,6330.8
69,8735.6
70,4988.1
71,6941.2
72,6606.9
73,7338.825
74,5670.0
75,5259.3
76,7601.21666667
77,7952.7
78,7068.8
79,4997.7
80,7563.5
81,12670.0
82,6807.5
83,5082.7
84,6816.6
85,6012.6
86,5795.7
87,8370.4
88,3801.4
89,8116.6
90,5959.5
91,7281.7
92,6881.0
93,4567.4
94,6088.4
95,5389.5
96,8433.9
97,8627.5
98,5219.5
99,5028.8
100,7537.0
101,6181.7
102,6162.7
103,8167.2
104,6258.9
105,7496.1
106,5417.0
107,4832.1
108,7523.6
109,8299.45166667
110,9859.4
111,8274.9
112,8198.7
113,5573.5
114,9056.9
115,5512.05
116,7571.3
117,9190.36
118,6415.9
119,10033.2
120,8045.4
121,8205.6
122,5429.2
123,7463.2
124,8217.0
125,7472.5
126,4143.7
127,5746.1
128,7810.21333333
129,6440.5
130,4629.9
131,8197.5
132,6436.2
133,5934.6
134,5894.4
135,5478.28
136,7124.3
137,7291.9
138,7611.2
139,5425.9
140,4718.33333333
141,6624.5
142,3793.9
143,6055.4
144,5759.7
145,8987.3
146,8890.3
147,6883.0
148,14742.5
149,4668.95
150,5321.4
151,9115.0
152,6236.2
153,8436.6
154,8301.5
155,5896.6
156,6337.2
157,5751.0
158,8711.0
159,11200.4333333
160,6500.2
161,3382.4
162,4621.9
163,8951.6
164,9017.4
165,6573.9
166,7390.3
167,4727.875
168,5550.2
169,3432.5
170,5005.1
171,6824.0
172,7901.4
173,7293.23809524
174,8249.0
175,8702.4
176,9756.1
177,7263.0
178,5180.3
179,8907.1
180,10653.4
181,6214.6
182,7874.9
183,4895.3
184,6505.825
185,4786.3
186,7941.8
187,5404.7
188,9206.96666667
189,7184.3
190,8487.7
191,8201.0
192,5324.5
193,8928.0
194,18112.8
195,9977.3
196,6076.7
197,3040.1
198,6518.4
199,9292.1
200,6121.4
201,12022.7
202,19337.6
203,4495.0
204,5893.2
205,10004.6
206,4940.8
207,8658.0
208,6838.5
209,6670.58333333
210,5685.1
211,6478.2
212,5696.4
213,7204.6
214,10588.0
215,6367.6
216,6094.9
217,9103.6
218,5603.0
219,4830.51666667
220,8280.8
221,6050.4
222,6150.7
223,7510.4
224,6737.5
225,6103.9
226,7550.0
227,7029.5
228,8835.1
229,6958.4
230,7862.0
231,5891.9
232,4179.2
233,6247.7
234,7110.86666667
235,6324.5
236,4706.5
237,8497.2
238,8056.0
239,9243.2
240,6710.8
241,6051.1
242,5385.5
243,4292.0
244,10066.4
245,4940.7
246,7949.3
247,15280.6
248,7617.5
249,8003.8
250,6043.3
251,4891.7
252,7415.2
253,4221.6
254,5838.6
255,10647.3
256,5439.6
257,16446.6
258,13558.6
259,5421.2
260,6724.4
261,5790.6
262,6430.6
263,5608.1
264,12490.6
265,8463.9
266,10980.1
267,4524.3
268,6896.25
269,5318.1
270,8505.9
271,6874.4
272,6321.0
273,7282.0
274,6607.7
275,8748.3
276,9609.9
277,5819.4
278,10446.0
279,6709.2
280,10532.335
281,5520.3
282,6035.5
283,5648.3
284,11204.4
285,6301.3
286,8831.9
287,6469.5
288,9244.8
289,4397.4
290,10275.2
291,6936.8
292,3979.8
293,14078.2
294,17800.0
295,7711.2
296,7340.5
297,9634.6
298,10296.3
299,11284.8
300,6205.4
301,7485.93333333
302,5720.7
303,8239.6
304,4136.7
305,6420.6
306,5614.7
307,6340.6
308,6796.0
309,5661.0
310,5201.3
311,7420.6
312,4731.1
313,4668.3
314,6623.2
315,6809.8
316,8672.36666667
317,8626.4
318,8147.36
319,6861.6
320,5955.1
321,11434.3
322,8026.3
323,5568.5
324,4892.1
325,8328.4
326,4262.06666667
327,7403.2
328,3413.2
329,4727.37333333
330,7882.1
331,6260.8
332,5223.0
333,8754.4
334,9204.94
335,11561.9
336,6550.7
337,10717.5
338,2650.1
339,5492.2
340,6267.7
341,4873.0
342,7093.2
343,5125.8
344,4962.0
345,8534.3
346,10804.6
347,10909.9
348,5832.0
349,4999.5
350,7648.3
351,7151.7
352,5735.4
353,5192.6
354,6817.16666667
355,9900.0
356,4819.3
357,6173.36
358,8301.4
359,8663.3
360,14410.2
361,5387.7
362,14733.4
363,7319.8
364,5012.4
365,3717.26666667
366,5928.5
367,6630.4
368,5977.2
369,7263.9
370,4986.8
371,4944.8
372,7445.0
373,3839.8
374,8239.2
375,6783.1
376,8529.2
377,9196.2
378,5957.6
379,8652.9
380,6561.1
381,5284.1
382,6080.1
383,5214.1
384,10925.1
385,6225.8
386,4820.9
387,7567.8
388,9288.3
389,7688.4
390,5976.9
391,8348.09166667
392,5779.0
393,6209.2
394,5978.0
395,9305.5
396,6044.3
397,5782.63333333
398,6170.8
399,5415.1
400,4209.4
401,5773.9
402,8587.1
403,8532.6
404,10263.0
405,10863.8
406,8806.8
407,6089.5
408,4807.7
409,10059.5
410,9900.7
411,8742.9
412,8899.4
413,7491.6
414,5991.7
415,3878.2
416,11879.2
417,7349.3
418,6472.0
419,6197.4
420,3186.5
421,12014.6
422,6370.9
423,5326.4
424,4563.1
425,6046.9
426,6696.2
427,8570.0
428,7193.3
429,4581.1
430,5206.1
431,4303.9
432,3458.0
433,6790.96666667
434,16528.8
435,4544.8
436,6113.6
437,6522.1
438,5822.7
439,5954.3
440,4929.6
441,4183.9
442,8035.1
443,7227.1
444,4154.6
445,7809.8
446,5762.2
447,5328.3
448,9992.1
449,8017.7
450,10498.2
451,5428.3
452,6842.5
453,4652.4
454,5983.4
455,14284.1
456,10988.1
457,6843.9
458,5657.5
459,5456.4
460,6167.0
461,5761.6
462,11675.9
463,5022.5
464,5999.4
465,7626.0
466,4707.7
467,6638.1
468,8283.7
469,7455.1
470,7308.1
471,4485.1
472,5838.9
473,7273.3
474,9035.1
475,8405.6
476,6413.2
477,5138.6
478,8450.6
479,6200.0
480,0.0
481,7373.2
482,6967.1
483,6703.6
484,6265.0
485,6292.95
486,6458.5
487,5641.7
488,7403.9
489,6952.7
490,7201.9
491,9974.1
492,6609.0
493,4430.9
494,11432.6
495,6466.4
496,3349.6
497,7957.2
498,8253.0
499,10122.9
500,5364.6
501,6285.8
502,6632.0
503,6809.1
504,5949.1
505,8898.7
506,3274.0
507,6092.3
508,6826.8
509,5447.1
510,5466.4
511,6842.3
512,7986.4
513,5802.2
514,8434.6
515,7622.6
516,9068.2
517,5298.5
518,6365.2
519,7440.0
520,8318.4
521,8100.5
522,5330.0
523,9236.4
524,7715.6
525,7814.9
526,3945.4
527,4160.5
528,8679.1
529,5938.4
530,7894.1
531,7684.6
532,5969.1
533,8550.4
534,7676.9
535,7122.4
536,8629.5
537,7412.6
538,8597.22
539,11060.6
540,7671.7
541,5234.7
542,5789.0
543,4805.4
544,0.0
545,8484.3
546,5558.5
547,8420.1
548,5143.6
549,6182.1
550,6267.0
551,9849.6
552,5402.7
553,5379.2
554,6286.6
555,7234.46666667
556,5399.0
557,7260.4
558,7856.3
559,9271.9
560,8402.7
561,7086.36666667
562,5980.4
563,4926.6
564,5401.3
565,10930.2
566,10060.5
567,6619.7
568,14466.1
569,6282.7
570,4975.1
571,6060.1
572,9235.5
573,11754.5
574,6919.2
575,7898.7
576,7256.5
577,8167.5
578,7549.5
579,6445.1
580,5074.6
581,5027.6
582,4412.3
583,5348.3
584,8836.4
585,17491.9
586,6556.32
587,4994.6
588,7619.8
589,4849.4
590,6431.5
591,4762.0
592,9593.7
593,5968.85
594,5770.6
595,13813.7
596,11796.5
597,5647.6
598,7397.3
599,3770.58
600,6304.5
601,5498.3
602,8517.0
603,5048.6
604,4642.9
605,6232.5
606,5579.6
607,8321.3
608,7192.3
609,3719.7
610,7233.2
611,8965.0
612,7829.0
613,5106.0
614,4554.3
615,8576.8
616,5453.1
617,9195.73333333
618,4922.5
619,5386.9
620,7404.8
621,6135.2
622,4785.8
623,6250.7
624,7461.4
625,9184.5
626,9715.4
627,5723.4
628,4223.6
629,5566.9
630,6699.6
631,4910.3
632,6922.1
633,6407.1
634,12463.6
635,8877.8
636,6948.6
637,6718.0
638,5228.9
639,9639.4
640,6245.50333333
641,13884.8
642,6544.4
643,5855.1
644,5683.5
645,4391.3
646,7119.7
647,19013.5
648,4601.5
649,5161.7
650,9877.1
651,6522.8
652,7350.2
653,7747.6
654,6150.7
655,5639.0
656,5139.4
657,9129.30666667
658,6631.2
659,7177.4
660,7968.7
661,5279.6
662,6855.8
663,6266.6
664,3840.3
665,8807.6
666,8352.4
667,4607.7
668,7270.8
669,7091.3
670,5403.0
671,9071.9
672,6211.05
673,8488.8
674,4536.81333333
675,5535.2
676,5923.525
677,0.0
678,6953.53333333
679,4431.2
680,6054.5
681,4716.0
682,5344.6
